代码		名称    		涨幅%		现价		涨跌		涨速%		DDE净量		总手		换手%		量比		所属行业		现手		开盘		昨收		最高		最低		买价		卖价		市盈(动)		市净率		买量		卖量		委比%		振幅%		金额		均笔额		笔数		手/笔		外盘		内盘		总市值		流通市值		贡献度		
SH600571	信雅达		+0.85		10.74		+0.09		--		-0.16		25691404	6.06		1.11		计算机应用	5900--		10.78		10.65		11.06		10.31		10.75		10.77		299.7		3.38		400		20300		-26.43		7.04		274,269,770	12647.32	21686		1185		12314527	13376877	4722154823	4556574417	--		
SH600572	康恩贝		+5.32		7.13		+0.36		--		0.16		36970068	1.48		2.97		中药		6100--		6.80		6.77		7.21		6.76		7.13		7.14		17.75		3.17		1400		146100		-69.85		6.65		261,601,020	17808.10	14690		2517		19281904	17688164	19017993026	17853435153	--		
SH600573	惠泉啤酒	-1.23		8.01		-0.10		--		-0.27		4802930		1.92		0.82		饮料制造	10000--		8.15		8.11		8.21		7.74		8.00		8.02		亏损		1.81		19200		14700		+28.68		5.80		38,387,837	13319.86	2882		1667		2088731		2714199		2002500000	2002500000	--		
SH600580	卧龙电气	+0.82		8.61		+0.07		--		0.07		12047899	1.08		1.18		电气设备	1700--		8.52		8.54		8.66		8.44		8.59		8.60		23.97		1.96		23800		2800		-43.24		2.58		103,273,429	11382.50	9073		1328		6328246		5719653		11097425470	9561639536	--		
SH600584	长电科技	-3.28		22.39		-0.76		--		-0.74		45815739	4.65		0.70		半导体及元件	800--		23.48		23.15		23.58		22.10		22.38		22.39		1450		3.32		6400		24400		+20.04		6.39		1,032,113,790	22499.37	45873		999		20124928	25690811	30446907160	22044522300	--		
SH600585	海螺水泥	+1.10		33.94		+0.37		--		-0.00		37317218	0.933		1.02		建筑材料	4100--		33.89		33.57		34.30		33.62		33.94		33.95		9.41		1.91		2400		38620		-69.40		2.03		1,267,760,220	36026.15	35190		1060		17132625	20184593	179858330244	135749906244	--		
SH600587	新华医疗	+2.53		15.79		+0.39		--		0.07		3184699		0.789		1.41		医疗器械服务	300--		15.49		15.40		15.80		15.42		15.79		15.80		56.06		1.93		1000		27800		-67.29		2.47		49,921,321	17996.15	2774		1148		2109722		1074977		6417499541	6370738719	--		
SH600588	用友网络	+0.00		36.77		+0.00		--		0.03		22407686	1.55		0.85		计算机应用	20000--		37.50		36.77		37.60		34.60		36.77		36.78		亏损		9.25		800		30000		-28.54		8.16		816,306,150	28161.11	28987		773		10479854	11927832	69848075057	52987026092	--		
SH600590	泰豪科技	+0.45		11.10		+0.05		--		-0.03		3986862		0.778		0.69		电气设备	4400--		11.11		11.05		11.20		10.93		11.10		11.11		40.76		1.96		3000		15200		-40.82		2.44		44,200,748	14988.39	2949		1352		2064139		1922723		7403262438	5688325647	--		
SH600594	益佰制药	+4.24		10.32		+0.42		--		0.23		15874075	2.00		1.81		中药		800--		9.93		9.90		10.41		9.93		10.32		10.33		21.09		--		3600		9300		-32.76		4.85		162,532,740	14526.12	11189		1419		9771870		6102205		8172690768	8172690768	--		
SH600596	新安股份	+2.42		15.68		+0.37		--		-0.52		41565741	6.12		1.05		化学制品	4500--		15.60		15.31		15.83		15.31		15.67		15.68		10.67		2.33		7800		200		-67.94		3.40		648,929,450	29789.27	21784		1908		22016737	19549004	11070466198	10649614998	--		
SH600600	青岛啤酒	-0.56		40.69		-0.23		--		-0.15		6487003		0.932		1.02		饮料制造	100--		40.92		40.92		41.60		39.46		40.67		40.68		20.60		3.08		1700		25200		-72.56		5.23		262,114,590	19662.04	13331		487		3134315		3352688		54971490132	28316725198	--		
SH600601	方正科技	-8.31		3.42		-0.31		--		-1.63		145170670	6.61		3.07		计算机设备	8300--		3.64		3.73		3.70		3.36		3.44		3.45		亏损		2.51		97738		187271		-67.75		9.12		506,961,390	11611.84	43659		3325		68328747	76841923	7506527904	7506527904	--		
SH600602	云赛智联	+0.00		7.63		+0.00		--		-0.06		5056761		0.575		0.53		计算机应用	600--		7.66		7.63		7.74		7.55		7.63		7.64		43.44		2.69		38389		9300		+9.69		2.49		38,589,738	11162.78	3457		1463		2023757		3033004		10435348805	6711139091	--		
SH600619	海立股份	+2.51		10.60		+0.26		--		0.13		5632441		1.22		1.63		白色家电	30000--		10.45		10.34		10.65		10.33		10.60		10.62		23.07		2.15		18400		17400		-35.62		3.09		59,269,078	20402.44	2905		1939		2997755		2634686		9182892996	4882048042	--		
SH600624	复旦复华	-3.20		6.66		-0.22		--		-0.24		24802102	3.62		0.95		综合		11700--		6.82		6.88		6.96		6.63		6.67		6.68		116.2		4.04		5600		57700		-23.09		4.80		167,142,030	14426.21	11586		2141		9743519		15058583	4560181987	4560181987	--		
SH600637	东方明珠	-0.71		16.82		-0.12		--		-0.04		3843015		0.240		0.62		通信服务	1400--		17.09		16.94		17.12		16.75		16.82		16.83		25.41		1.59		31100		13700		+37.95		2.18		64,812,934	10117.54	6406		600		1452640		2390375		44425863686	26943068222	--		
SH600648	外高桥		+2.22		18.44		+0.40		--		0.00		2156105		0.231		2.06		园区开发	5000--		18.24		18.04		18.88		18.24		18.40		18.46		14.26		2.04		20100		4800		-32.30		3.55		39,701,979	13915.87	2853		756		1152197		1003908		20935837773	17237557473	--		
SH600664	哈药股份	+1.48		5.47		+0.08		--		-0.06		24609677	0.987		1.34		化学制药	1400--		5.41		5.39		5.50		5.41		5.45		5.46		24.82		1.93		23800		2000		-66.16		1.67		134,004,226	16408.01	8167		3013		12567450	12042227	13920894551	13635223801	--		
SH600667	太极实业	-3.05		8.27		-0.26		--		-0.73		44606593	3.74		0.75		半导体及元件	51700--		8.69		8.53		8.70		8.20		8.26		8.27		54.67		2.86		59345		18400		+0.72		5.86		372,413,880	20533.38	18137		2459		19074225	25532368	17418192954	9851838213	--		
SH600673	东阳光科	-0.11		9.04		-0.01		--		-0.02		32300947	1.31		0.88		有色冶炼加工	16428--		9.07		9.05		9.16		8.53		9.00		9.03		43.02		5.06		2100		15072		-71.22		6.96		285,473,890	16735.48	17058		1894		15805448	16495499	22318620056	22215042448	--		
SH600677	航天通信	+0.83		12.09		+0.10		--		-0.19		16330872	3.92		0.63		国防军工	6600--		12.10		11.99		12.19		11.70		12.08		12.09		亏损		1.94		7000		57900		-39.91		4.09		195,428,950	17020.46	11482		1422		7744767		8586105		6308461653	5034615608	--		
SH600681	百川能源	+0.40		12.42		+0.05		--		-0.06		2185917		0.668		1.28		燃气水务	100--		12.38		12.37		12.58		12.30		12.42		12.45		10.95		3.05		1000		100		+10.11		2.26		27,244,595	10131.87	2689		813		929354		1256563		12811401272	4067002030	--		
SH600686	金龙汽车	+0.22		13.58		+0.03		--		0.00		6396845		1.45		0.68		汽车整车	1000--		13.55		13.55		13.75		13.01		13.60		13.61		26.91		2.51		110241		17500		-16.66		5.46		86,052,964	17648.27	4876		1312		3833387		2563458		8239508966	6010468618	--		
SH600711	盛屯矿业	+2.81		9.50		+0.26		--		0.27		37496563	2.50		0.50		有色冶炼加工	13500--		9.30		9.24		9.54		9.27		9.51		9.52		25.74		2.58		206586		284800		-55.85		2.92		352,816,620	23404.09	15075		2487		19151703	18344860	15928636700	14221996850	--		
SH600716	凤凰股份	+0.00		4.70		+0.00		--		-0.03		2484973		0.273		0.78		房地产开发	700--		4.68		4.70		4.73		4.64		4.70		4.71		亏损		1.37		21100		6000		+31.60		1.91		11,633,046	14049.57	828		3001		968444		1516529		4399484773	4278037760	--		
SH600718	东软集团	-0.61		16.29		-0.10		--		-0.07		53978223	4.36		1.04		计算机应用	100--		16.64		16.39		17.15		16.03		16.27		16.28		19.12		--		8848		700		-20.68		6.83		894,992,520	24811.97	36071		1496		24737738	29240485	20243224783	20144630047	--		
SH600727	鲁北化工	+1.02		9.88		+0.10		--		-0.01		9294346		2.65		1.11		化学制品	200--		9.73		9.78		9.95		9.59		9.87		9.88		34.70		2.92		19600		57166		-49.89		3.68		90,734,446	13313.93	6815		1364		4566260		4728086		3467747707	3467154907	--		
SH600728	佳都科技	+0.22		9.09		+0.02		--		-0.07		26522897	1.92		0.53		计算机应用	16100--		9.13		9.07		9.24		9.01		9.09		9.10		126.0		4.55		3000		90140		-30.55		2.54		241,602,050	15706.80	15382		1724		12328627	14194270	14701619691	12530618631	--		
SH600729	重庆百货	+8.97		32.67		+2.69		--		0.15		8942451		2.20		1.76		零售		300--		30.80		29.98		32.98		30.10		32.56		32.68		6.35		2.41		600		13700		-57.49		9.61		279,496,680	31256.62	8942		1000		5264080		3678371		13281285115	13277952775	--		
SH600730	中国高科	-7.96		6.13		-0.53		--		-0.37		29972108	5.11		2.07		综合		28800--		6.34		6.66		6.39		6.11		6.15		6.16		178.6		1.78		19200		10200		-43.40		4.20		186,767,750	12752.13	14646		2046		10633658	19338450	3596201280	3596201280	--		
SH600736	苏州高新	+0.61		6.63		+0.04		--		-0.01		3557664		0.312		0.91		房地产开发	11400--		6.53		6.59		6.64		6.46		6.62		6.63		13.06		1.32		11600		11400		-59.57		2.73		23,353,826	10319.85	2263		1572		1881740		1675924		7918162126	7551244202	--		
SH600750	江中药业	+4.24		25.30		+1.03		--		0.13		7416654		2.47		2.32		中药		4400--		24.51		24.27		25.49		24.44		25.29		25.30		16.35		2.50		300		11700		-76.92		4.33		186,128,070	21680.61	8585		864		4567511		2849143		7590000000	7590000000	--		
SH600756	浪潮软件	-8.02		21.44		-1.87		--		-4.65		66651593	20.57		1.23		计算机应用	35300--		23.00		23.31		23.45		21.10		21.41		21.42		86.51		3.20		10600		3100		-38.90		10.08		1,463,873,300	23649.77	61898		1077		27810052	38841541	6948677200	6948677200	--		
SH600760	中航沈飞	+1.18		38.60		+0.45		--		-0.19		12288308	3.56		0.77		国防军工	100--		38.17		38.15		38.69		36.50		38.61		38.62		亏损		7.58		7000		600		+21.48		5.74		462,165,440	29306.62	15770		779		6373740		5914568		53932626380	13314880860	--		
SH600763	通策医疗	+1.42		44.94		+0.63		--		0.08		5756333		1.80		0.82		医疗器械服务	1800--		44.93		44.31		46.21		44.00		44.92		44.93		58.47		13.67		5000		200		+25.33		4.99		259,763,100	24101.23	10778		534		3136867		2619466		14409561600	14409561600	--		
SH600769	祥龙电业	-1.57		5.65		-0.09		--		0.01		2715500		0.724		1.31		建筑装饰	500--		5.79		5.74		5.80		5.60		5.64		5.65		512.0		42.80		2000		5600		+47.05		3.48		15,443,961	13336.75	1158		2345		973900		1741600		2118621180	2118621180	--		
SH600770	综艺股份	-4.69		7.72		-0.38		--		-0.54		42953627	3.30		0.77		半导体及元件	2000--		8.10		8.10		8.16		7.62		7.69		7.70		789.9		2.93		41500		24500		+63.35		6.67		337,687,020	19028.91	17746		2420		17412254	25541373	10036000000	10036000000	--		
SH600771	广誉远		+4.87		54.00		+2.51		--		-0.13		3444022		1.28		1.41		化学制药	100--		52.00		51.49		54.37		51.55		53.92		54.00		92.31		9.70		200		5400		-48.65		5.48		184,332,810	27594.73	6680		516		1942109		1501913		19068010200	14488479180	--		
SH600775	南京熊猫	+3.08		8.03		+0.24		--		0.08		15077506	2.24		2.06		通信设备	1800--		7.84		7.79		8.42		7.80		8.02		8.03		69.25		2.16		32753		9628		-40.55		7.96		121,566,448	19648.69	6187		2437		7535688		7541818		7338123396	5394863396	--		
SH600776	东方通信	+0.77		6.56		+0.05		--		0.07		12592850	1.32		0.67		通信设备	1200--		6.55		6.51		6.73		6.46		6.55		6.56		99.80		2.71		19042		2800		-34.07		4.15		83,153,358	13101.21	6347		1984		6168012		6424838		8239360394	6271360394	--		
SH600781	辅仁药业	+3.77		20.38		+0.74		--		0.02		2593284		1.46		0.92		中药		1200--		19.83		19.64		20.42		19.38		20.38		20.40		17.42		2.67		900		35801		-57.94		5.30		51,933,700	13874.89	3743		693		1435260		1158024		12781470054	3619342487	--		
SH600785	新华百货	+2.27		21.62		+0.48		--		-0.00		541503		0.240		1.89		零售		404--		21.14		21.14		21.63		20.96		21.60		21.63		12.57		2.34		785		2500		-1.64		3.17		11,593,472	14787.59	784		691		320302		221201		4878148274	4878148274	--		
SH600797	浙大网新	-3.19		13.36		-0.44		--		-0.71		67088743	7.99		0.62		计算机应用	7900--		13.89		13.80		13.95		13.17		13.36		13.38		100.1		3.14		6800		38300		+6.08		5.65		901,004,000	20587.32	43765		1533		29047509	38041234	14108000348	11221112764	--		
SH600800	天津磁卡	+0.93		5.41		+0.05		--		0.04		5725263		0.937		1.03		其他电子	1300--		5.36		5.36		5.57		5.32		5.41		5.42		亏损		72.13		22100		26400		-5.85		4.66		31,270,907	12732.45	2456		2331		2672617		3052646		3306976381	3305272231	--		
SH600802	福建水泥	+4.54		7.60		+0.33		--		0.55		18748251	4.91		2.61		建筑材料	4900--		7.40		7.27		7.93		7.36		7.60		7.61		8.39		4.25		21401		32000		-17.72		7.84		143,691,130	15221.52	9440		1986		10485158	8263093		2902239892	2902239892	--		
SH600810	神马股份	-2.94		9.57		-0.29		--		-0.04		13559751	3.07		1.48		化工合成材料	100--		9.82		9.86		10.09		9.46		9.57		9.60		10.40		1.61		500		13300		-42.02		6.39		131,968,057	22512.46	5862		2313		6116501		7443250		4232619600	4232619600	--		
SH600826	兰生股份	+0.14		13.89		+0.02		--		0.00		1906315		0.453		0.56		贸易		2100--		13.85		13.87		14.01		13.70		13.89		13.90		57.52		1.78		41100		500		+55.92		2.24		26,437,880	11667.20	2266		841		847293		1059022		5842721408	5842721408	--		
SH600831	广电网络	+3.92		7.95		+0.30		--		0.10		8809586		1.56		2.30		通信服务	500--		7.66		7.65		8.05		7.63		7.95		7.96		26.16		1.60		29000		69800		-68.42		5.49		69,527,129	18335.21	3792		2323		4698654		4110932		4809493136	4479336393	--		
SH600833	第一医药	+7.54		13.26		+0.93		--		0.99		11849952	5.31		5.04		医药商业	100--		12.33		12.33		13.56		12.26		13.11		13.12		64.23		4.27		7400		400		+31.14		10.54		157,058,820	15322.81	10250		1156		6183644		5666308		2958125001	2958125001	--		
SH600841	上柴股份	-0.08		12.38		-0.01		--		0.01		604716		0.116		0.39		通用设备	7000--		12.37		12.39		12.41		12.28		12.37		12.39		60.47		2.92		900		1000		+20.58		1.05		7,471,329	14707.34	508		1190		252700		352016		10729620095	6461029521	--		
SH600843	上工申贝	-0.49		10.10		-0.05		--		-0.01		1039100		0.341		0.72		专用设备	300--		10.15		10.15		10.19		10.05		10.10		10.11		30.45		2.54		30400		3400		+6.49		1.38		10,499,495	15350.14	684		1519		285503		753597		5540754960	3076923085	--		
SH600845	宝信软件	-1.09		29.11		-0.32		--		-0.04		5322796		1.02		0.70		计算机应用	400--		29.88		29.43		29.99		28.00		29.09		29.10		39.02		4.98		3000		3900		-8.47		6.76		153,568,230	16088.87	9545		558		2502046		2820750		23026568039	15251658482	--		
SH600850	华东电脑	+0.32		22.14		+0.07		--		0.19		9885009		2.34		0.79		计算机设备	2200--		22.09		22.07		22.42		21.51		22.13		22.14		32.20		4.29		3000		800		+11.65		4.12		217,434,390	28019.90	7760		1274		4499603		5385406		9358425013	9358425013	--		
SH600857	宁波中百	-5.27		11.33		-0.63		--		0.02		3731618		1.66		1.31		零售		1200--		11.78		11.96		11.88		11.28		11.32		11.38		56.61		14.34		2100		5600		-18.04		5.02		43,183,831	14855.12	2907		1284		1497392		2234226		2541544694	2541544694	--		
SH600860	京城股份	+2.02		6.05		+0.12		--		0.02		1457200		0.453		0.93		通用设备	11300--		5.93		5.93		6.11		5.76		6.05		6.06		亏损		4.50		15300		23700		-23.53		5.90		8,663,923	9723.82		891		1635		799700		657500		2553100000	1948100000	--		
SH600867	通化东宝	+9.22		28.80		+2.43		--		0.01		29912061	1.82		2.37		生物制品	1300--		26.90		26.37		28.96		26.90		28.80		28.81		45.00		10.26		5333		12771		-46.13		7.81		846,083,730	36706.45	23050		1298		16000013	13912048	49285339200	47359414080	--		
SH600879	航天电子	-1.59		8.07		-0.13		--		-0.19		37521832	1.55		0.64		国防军工	16700--		8.24		8.20		8.38		7.93		8.06		8.07		54.95		1.91		75200		22630		+6.16		5.49		303,448,270	14590.96	20797		1804		17056731	20465101	21944519391	19475593275	--		
SH600893	航发动力	-4.52		26.82		-1.27		--		-0.29		24530762	1.26		1.28		国防军工	2300--		28.30		28.09		28.43		26.66		26.88		26.89		亏损		2.34		1900		2300		+35.39		6.30		666,939,390	28989.80	23006		1066		10538800	13991962	60340829490	52238027412	--		
SH600898	国美通讯	-3.54		11.45		-0.42		--		-0.13		3829642		1.52		0.73		通信设备	1000--		11.90		11.87		11.91		11.42		11.45		11.47		138.5		6.30		2100		10100		+32.93		4.13		44,557,357	15254.14	2921		1311		1383770		2445872		2891397739	2891397739	--		
SH600962	国投中鲁	-4.41		10.84		-0.50		--		-0.02		5229660		2.06		0.58		饮料制造	1100--		11.20		11.34		11.58		10.62		10.80		10.81		314.2		3.44		235600		16000		+64.74		8.47		57,667,545	11984.11	4812		1087		1909924		3319736		2842356400	2753576800	--		
SH600965	福成股份	+0.10		10.23		+0.01		--		-0.01		1876545		0.355		1.59		综合		5100--		10.22		10.22		10.30		10.10		10.18		10.22		57.71		4.43		38070		9900		+40.69		1.96		19,116,895	21822.94	876		2142		797931		1078614		8375310821	5401473554	--		
SH600967	内蒙一机	-1.64		13.22		-0.22		--		0.02		13760306	1.43		1.06		国防军工	1000--		13.64		13.44		13.66		12.95		13.23		13.24		92.51		2.84		5494		13200		+72.71		5.28		181,651,770	19179.79	9471		1453		5635647		8124659		22336932396	12697786204	--		
SH600976	健民集团	-0.79		23.79		-0.19		--		0.02		712820		0.465		1.61		中药		200--		24.08		23.98		24.32		23.60		23.81		23.82		31.54		3.26		100		100		-65.38		3.00		17,067,358	14764.15	1156		617		401950		310870		3649352694	3646973694	--		
SH600980	北矿科技	+1.13		14.30		+0.16		--		0.03		1920107		1.34		0.63		专用设备	3600--		14.15		14.14		14.33		14.11		14.29		14.30		141.1		3.83		500		30988		-71.32		1.56		27,306,003	15237.72	1792		1071		1043276		876831		2176601284	2049560799	--		
SH600986	科达股份	-2.07		10.87		-0.23		--		-0.08		5547273		1.12		0.85		传媒		3200--		11.19		11.10		11.34		10.86		10.88		10.89		29.66		1.69		900		3000		+17.25		4.32		61,220,053	13384.36	4574		1213		2234262		3313011		10385588559	5364366197	--		
SH600988	赤峰黄金	-1.77		6.09		-0.11		--		-0.06		28852400	2.02		0.65		有色冶炼加工	107400--	6.08		6.20		6.17		6.00		6.10		6.11		42.63		--		17800		61100		+25.14		2.74		175,300,700	11012.73	15918		1813		11817679	17034721	8686663335	8686663335	--		
SH600990	四创电子	+0.69		62.42		+0.43		--		-0.03		4150805		3.04		0.70		国防军工	300--		61.90		61.99		63.50		59.11		62.24		62.40		亏损		4.75		1500		1300		-11.12		7.08		251,681,140	20126.44	12505		332		1834722		2316083		9935960046	8532941337	--		
SH600993	马应龙		+3.55		18.38		+0.63		--		0.06		5094670		1.18		1.57		中药		11200--		17.89		17.75		18.48		17.80		18.38		18.39		28.99		3.51		1700		30656		-42.54		3.83		92,828,837	14664.90	6330		805		2996150		2098520		7922770498	7907742459	--		
SH600998	九州通		+5.39		18.77		+0.96		--		0.02		5962579		0.362		1.52		医药商业	200--		17.99		17.81		18.79		17.70		18.78		18.79		39.78		2.45		600		31100		-19.64		6.12		109,887,926	16911.04	6498		918		3736279		2226300		35243727002	30891500824	--		
SH601003	柳钢股份	+3.36		7.70		+0.25		--		0.13		27262521	1.06		0.92		钢铁		4700--		7.55		7.45		7.76		7.49		7.69		7.70		4.72		2.39		53700		161100		+4.44		3.62		207,979,410	14760.78	14090		1935		14188173	13074348	19733507640	19733507640	--		
SH601010	文峰股份	+1.88		3.79		+0.07		--		0.06		6097843		0.330		1.20		零售		3100--		3.72		3.72		3.80		3.71		3.79		3.80		20.69		1.58		79906		574500		+28.92		2.42		22,934,561	11281.14	2033		2999		3798439		2299404		7003920000	7003920000	--		
SH601021	春秋航空	+2.34		33.19		+0.76		--		-0.02		2431138		0.304		1.54		机场航运	1300--		32.53		32.43		33.20		32.53		33.18		33.20		19.74		2.47		4500		20076		+54.95		2.07		80,012,382	8963.97		8926		272		1240195		1190943		30431834995	26552000000	--		
SH601069	西部黄金	-4.26		19.53		-0.87		--		-0.28		25082228	3.94		0.77		有色冶炼加工	5900--		19.83		20.40		20.22		19.30		19.54		19.55		亏损		7.47		300		52500		+1.56		4.51		493,162,000	14774.62	33379		751		11795336	13286892	12421080000	12421080000	--		
SH601113	华鼎股份	+0.35		14.29		+0.05		--		0.04		891559		0.139		0.75		化工合成材料	1000--		14.24		14.24		14.33		14.15		14.28		14.29		106.4		4.20		1900		4500		-51.41		1.26		12,695,539	17956.92	707		1261		408841		482718		11904284500	9145600000	--		
SH601116	三江购物	+1.01		18.93		+0.19		--		0.01		4335110		1.06		0.59		零售		500--		18.82		18.74		19.11		18.68		18.93		18.94		50.62		4.64		7200		9400		-11.87		2.29		81,874,370	15615.94	5243		827		2246220		2088890		7775664084	7775664084	--		
SH601117	中国化学	-1.08		7.30		-0.08		--		0.03		23145100	0.469		0.88		建筑装饰	1500--		7.33		7.38		7.42		7.18		7.30		7.31		22.50		1.25		10200		5500		+54.58		3.25		169,224,350	17456.61	9694		2388		10467064	12678036	36010900000	36010900000	--		
SH601188	龙江交通	+1.01		4.01		+0.04		--		0.00		2842545		0.216		0.48		公路铁路运输	100--		3.98		3.97		4.05		3.98		4.00		4.01		15.86		1.29		16386		31900		-24.58		1.76		11,422,203	3922.46		2912		976		1999014		843531		5276673066	5276673066	--		
SH601500	通用股份	+4.53		8.54		+0.37		--		0.46		4718854		2.70		1.34		化工合成材料	1300--		8.25		8.17		8.76		8.07		8.53		8.54		47.96		2.36		800		21800		-20.56		8.45		39,751,932	10978.16	3621		1303		2373324		2345530		6207889029	1493809029	--		
SH601518	吉林高速	-3.90		3.70		-0.15		--		-0.07		46818768	3.86		0.95		公路铁路运输	11300--		3.68		3.85		3.83		3.61		3.71		3.72		21.02		1.52		24700		63600		-0.11		5.71		173,242,100	11511.87	15049		3111		18956559	27862209	4488840000	4488840000	--		
